"","X","k","density","inf_prob","rec_rate","duration","max_I","max_prevalence","percep","p","H","beta1","beta2","beta3","betas","pbyH","Hurst","proportion","lstructure"
"398",98,8,0.5,0.2,0.1,87,29726,0.900133236434108,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",99,8,0.5,0.2,0.1,100,29713,0.899739583333333,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",100,8,0.5,0.2,0.1,131,29715,0.899800145348837,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1,8,0.5,0.2,0.2,50,26517,0.802961482558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2,8,0.5,0.2,0.2,54,26487,0.802053052325581,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",3,8,0.5,0.2,0.2,53,26399,0.799388323643411,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",4,8,0.5,0.2,0.2,44,26390,0.799115794573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",5,8,0.5,0.2,0.2,53,26483,0.801931928294574,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",6,8,0.5,0.2,0.2,40,26387,0.799024951550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",7,8,0.5,0.2,0.2,49,26506,0.802628391472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",8,8,0.5,0.2,0.2,48,26366,0.798389050387597,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",9,8,0.5,0.2,0.2,50,26387,0.799024951550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",10,8,0.5,0.2,0.2,51,26551,0.803991036821705,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",11,8,0.5,0.2,0.2,51,26574,0.8046875,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",12,8,0.5,0.2,0.2,46,26513,0.802840358527132,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",13,8,0.5,0.2,0.2,48,26474,0.801659399224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",14,8,0.5,0.2,0.2,49,26448,0.800872093023256,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",15,8,0.5,0.2,0.2,40,26441,0.800660125968992,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",16,8,0.5,0.2,0.2,45,26452,0.800993217054264,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",17,8,0.5,0.2,0.2,54,26553,0.804051598837209,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",18,8,0.5,0.2,0.2,47,26349,0.797874273255814,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",19,8,0.5,0.2,0.2,49,26459,0.801205184108527,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",20,8,0.5,0.2,0.2,44,26561,0.804293846899225,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",21,8,0.5,0.2,0.2,57,26480,0.801841085271318,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",22,8,0.5,0.2,0.2,61,26382,0.798873546511628,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",23,8,0.5,0.2,0.2,57,26321,0.79702640503876,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",24,8,0.5,0.2,0.2,55,26353,0.797995397286822,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",25,8,0.5,0.2,0.2,49,26360,0.798207364341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",26,8,0.5,0.2,0.2,50,26418,0.799963662790698,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",27,8,0.5,0.2,0.2,47,26412,0.799781976744186,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",28,8,0.5,0.2,0.2,51,26466,0.801417151162791,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",29,8,0.5,0.2,0.2,51,26457,0.801144622093023,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",30,8,0.5,0.2,0.2,43,26430,0.800327034883721,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",31,8,0.5,0.2,0.2,64,26468,0.801477713178295,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",32,8,0.5,0.2,0.2,50,26429,0.800296753875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",33,8,0.5,0.2,0.2,64,26462,0.801296027131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",34,8,0.5,0.2,0.2,46,26445,0.80078125,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",35,8,0.5,0.2,0.2,50,26390,0.799115794573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",36,8,0.5,0.2,0.2,41,26367,0.798419331395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",37,8,0.5,0.2,0.2,51,26390,0.799115794573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",38,8,0.5,0.2,0.2,43,26414,0.79984253875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",39,8,0.5,0.2,0.2,48,26447,0.800841812015504,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",40,8,0.5,0.2,0.2,49,26308,0.796632751937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",41,8,0.5,0.2,0.2,52,26407,0.799630571705426,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",42,8,0.5,0.2,0.2,44,26326,0.797177810077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",43,8,0.5,0.2,0.2,49,26373,0.798601017441861,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",44,8,0.5,0.2,0.2,48,26402,0.799479166666667,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",45,8,0.5,0.2,0.2,41,26388,0.799055232558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",46,8,0.5,0.2,0.2,55,26367,0.798419331395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",47,8,0.5,0.2,0.2,47,26417,0.799933381782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",48,8,0.5,0.2,0.2,48,26432,0.800387596899225,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",49,8,0.5,0.2,0.2,49,26404,0.79953972868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",50,8,0.5,0.2,0.2,43,26413,0.799812257751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",51,8,0.5,0.2,0.2,52,26503,0.802537548449612,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",52,8,0.5,0.2,0.2,49,26412,0.799781976744186,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",53,8,0.5,0.2,0.2,51,26429,0.800296753875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",54,8,0.5,0.2,0.2,56,26380,0.798812984496124,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",55,8,0.5,0.2,0.2,43,26325,0.797147529069767,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",56,8,0.5,0.2,0.2,44,26545,0.803809350775194,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",57,8,0.5,0.2,0.2,52,26470,0.801538275193798,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",58,8,0.5,0.2,0.2,55,26433,0.800417877906977,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",59,8,0.5,0.2,0.2,44,26261,0.795209544573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",60,8,0.5,0.2,0.2,45,26457,0.801144622093023,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",61,8,0.5,0.2,0.2,51,26434,0.800448158914729,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",62,8,0.5,0.2,0.2,46,26307,0.796602470930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",63,8,0.5,0.2,0.2,51,26505,0.802598110465116,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",64,8,0.5,0.2,0.2,48,26429,0.800296753875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",65,8,0.5,0.2,0.2,61,26431,0.800357315891473,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",66,8,0.5,0.2,0.2,45,26408,0.799660852713178,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",67,8,0.5,0.2,0.2,45,26354,0.798025678294574,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",68,8,0.5,0.2,0.2,48,26461,0.801265746124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",69,8,0.5,0.2,0.2,46,26420,0.800024224806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",70,8,0.5,0.2,0.2,49,26543,0.80374878875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",71,8,0.5,0.2,0.2,45,26319,0.796965843023256,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",72,8,0.5,0.2,0.2,46,26568,0.804505813953488,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",73,8,0.5,0.2,0.2,52,26502,0.802507267441861,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",74,8,0.5,0.2,0.2,53,26445,0.80078125,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",75,8,0.5,0.2,0.2,47,26338,0.797541182170543,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",76,8,0.5,0.2,0.2,49,26486,0.80202277131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",77,8,0.5,0.2,0.2,44,26411,0.799751695736434,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",78,8,0.5,0.2,0.2,48,26298,0.796329941860465,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",79,8,0.5,0.2,0.2,46,26446,0.800811531007752,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",80,8,0.5,0.2,0.2,51,26450,0.80093265503876,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",81,8,0.5,0.2,0.2,54,26418,0.799963662790698,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",82,8,0.5,0.2,0.2,47,26334,0.797420058139535,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",83,8,0.5,0.2,0.2,59,26468,0.801477713178295,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",84,8,0.5,0.2,0.2,51,26470,0.801538275193798,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",85,8,0.5,0.2,0.2,52,26429,0.800296753875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",86,8,0.5,0.2,0.2,73,26398,0.799358042635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",87,8,0.5,0.2,0.2,51,26372,0.798570736434108,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",88,8,0.5,0.2,0.2,46,26449,0.800902374031008,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",89,8,0.5,0.2,0.2,54,26469,0.801507994186046,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",90,8,0.5,0.2,0.2,50,26518,0.802991763565892,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",91,8,0.5,0.2,0.2,47,26426,0.800205910852713,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",92,8,0.5,0.2,0.2,60,26481,0.80187136627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",93,8,0.5,0.2,0.2,46,26311,0.79672359496124,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",94,8,0.5,0.2,0.2,47,26436,0.800508720930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",95,8,0.5,0.2,0.2,48,26413,0.799812257751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",96,8,0.5,0.2,0.2,50,26460,0.801235465116279,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",97,8,0.5,0.2,0.2,44,26422,0.800084786821705,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",98,8,0.5,0.2,0.2,46,26512,0.80281007751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",99,8,0.5,0.2,0.2,45,26505,0.802598110465116,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",100,8,0.5,0.2,0.2,59,26546,0.803839631782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",1,8,0.5,0.2,0.4,18,19843,0.600866036821705,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",2,8,0.5,0.2,0.4,23,19782,0.599018895348837,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",3,8,0.5,0.2,0.4,20,19735,0.597595687984496,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",4,8,0.5,0.2,0.4,23,20218,0.612221414728682,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",5,8,0.5,0.2,0.4,19,19768,0.59859496124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",6,8,0.5,0.2,0.4,19,19830,0.60047238372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",7,8,0.5,0.2,0.4,18,19644,0.59484011627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",8,8,0.5,0.2,0.4,21,19687,0.596142199612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",9,8,0.5,0.2,0.4,21,19688,0.596172480620155,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",10,8,0.5,0.2,0.4,18,19799,0.59953367248062,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",11,8,0.5,0.2,0.4,27,19883,0.602077277131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",12,8,0.5,0.2,0.4,20,19816,0.600048449612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",13,8,0.5,0.2,0.4,22,19756,0.598231589147287,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",14,8,0.5,0.2,0.4,19,19841,0.600805474806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",15,8,0.5,0.2,0.4,21,19820,0.600169573643411,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",16,8,0.5,0.2,0.4,24,19736,0.597625968992248,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",17,8,0.5,0.2,0.4,20,19731,0.597474563953488,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",18,8,0.5,0.2,0.4,20,19832,0.600532945736434,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",19,8,0.5,0.2,0.4,20,19809,0.599836482558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",20,8,0.5,0.2,0.4,25,19883,0.602077277131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",21,8,0.5,0.2,0.4,23,19770,0.598655523255814,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",22,8,0.5,0.2,0.4,19,19963,0.604499757751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",23,8,0.5,0.2,0.4,22,19768,0.59859496124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",24,8,0.5,0.2,0.4,23,19815,0.600018168604651,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",25,8,0.5,0.2,0.4,22,19788,0.599200581395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",26,8,0.5,0.2,0.4,26,19747,0.597959060077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",27,8,0.5,0.2,0.4,21,19881,0.602016715116279,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",28,8,0.5,0.2,0.4,22,19907,0.60280402131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",29,8,0.5,0.2,0.4,20,19924,0.603318798449612,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",30,8,0.5,0.2,0.4,19,19917,0.603106831395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",31,8,0.5,0.2,0.4,23,19746,0.597928779069767,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",32,8,0.5,0.2,0.4,24,19754,0.598171027131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",33,8,0.5,0.2,0.4,22,19948,0.604045542635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",34,8,0.5,0.2,0.4,27,19818,0.600109011627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",35,8,0.5,0.2,0.4,23,19872,0.601744186046512,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",36,8,0.5,0.2,0.4,21,19891,0.602319525193798,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",37,8,0.5,0.2,0.4,22,19816,0.600048449612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",38,8,0.5,0.2,0.4,23,19841,0.600805474806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",39,8,0.5,0.2,0.4,23,19798,0.599503391472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",40,8,0.5,0.2,0.4,27,19988,0.605256782945736,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",41,8,0.5,0.2,0.4,25,19767,0.598564680232558,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",42,8,0.5,0.2,0.4,21,19808,0.599806201550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",43,8,0.5,0.2,0.4,25,19730,0.597444282945736,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",44,8,0.5,0.2,0.4,21,19763,0.59844355620155,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",45,8,0.5,0.2,0.4,18,19913,0.602985707364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",46,8,0.5,0.2,0.4,22,19850,0.601078003875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",47,8,0.5,0.2,0.4,24,19810,0.599866763565892,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",48,8,0.5,0.2,0.4,21,19827,0.600381540697674,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",49,8,0.5,0.2,0.4,20,19722,0.597202034883721,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",50,8,0.5,0.2,0.4,24,19936,0.603682170542636,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",51,8,0.5,0.2,0.4,17,19966,0.604590600775194,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",52,8,0.5,0.2,0.4,24,19743,0.597837936046512,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",53,8,0.5,0.2,0.4,25,19893,0.602380087209302,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",54,8,0.5,0.2,0.4,21,19748,0.597989341085271,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",55,8,0.5,0.2,0.4,20,19767,0.598564680232558,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",56,8,0.5,0.2,0.4,26,19819,0.600139292635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",57,8,0.5,0.2,0.4,24,19732,0.59750484496124,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",58,8,0.5,0.2,0.4,20,19849,0.601047722868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",59,8,0.5,0.2,0.4,21,19711,0.59686894379845,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",60,8,0.5,0.2,0.4,19,19896,0.602470930232558,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",61,8,0.5,0.2,0.4,22,19685,0.596081637596899,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",62,8,0.5,0.2,0.4,18,19808,0.599806201550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",63,8,0.5,0.2,0.4,27,19829,0.600442102713178,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",64,8,0.5,0.2,0.4,28,19762,0.598413275193798,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",65,8,0.5,0.2,0.4,20,19997,0.605529312015504,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",66,8,0.5,0.2,0.4,20,19690,0.596233042635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",67,8,0.5,0.2,0.4,18,19893,0.602380087209302,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",68,8,0.5,0.2,0.4,26,19999,0.605589874031008,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",69,8,0.5,0.2,0.4,23,19670,0.59562742248062,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",70,8,0.5,0.2,0.4,18,19682,0.595990794573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",71,8,0.5,0.2,0.4,26,19935,0.603651889534884,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",72,8,0.5,0.2,0.4,22,19810,0.599866763565892,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",73,8,0.5,0.2,0.4,25,19857,0.601289970930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",74,8,0.5,0.2,0.4,23,19731,0.597474563953488,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",75,8,0.5,0.2,0.4,20,19620,0.594113372093023,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",76,8,0.5,0.2,0.4,24,19836,0.600654069767442,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",77,8,0.5,0.2,0.4,23,19699,0.596505571705426,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",78,8,0.5,0.2,0.4,22,19669,0.595597141472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",79,8,0.5,0.2,0.4,20,19874,0.601804748062015,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",80,8,0.5,0.2,0.4,21,19883,0.602077277131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",81,8,0.5,0.2,0.4,21,19858,0.601320251937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",82,8,0.5,0.2,0.4,24,19819,0.600139292635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",83,8,0.5,0.2,0.4,20,19877,0.601895591085271,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",84,8,0.5,0.2,0.4,25,19952,0.604166666666667,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",85,8,0.5,0.2,0.4,21,19894,0.602410368217054,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",86,8,0.5,0.2,0.4,23,19740,0.597747093023256,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",87,8,0.5,0.2,0.4,21,19902,0.60265261627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",88,8,0.5,0.2,0.4,22,19776,0.598837209302326,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",89,8,0.5,0.2,0.4,24,19844,0.600896317829457,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",90,8,0.5,0.2,0.4,22,19711,0.59686894379845,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",91,8,0.5,0.2,0.4,22,19697,0.596445009689923,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",92,8,0.5,0.2,0.4,20,19818,0.600109011627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",93,8,0.5,0.2,0.4,28,19846,0.600956879844961,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",94,8,0.5,0.2,0.4,19,20056,0.607315891472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",95,8,0.5,0.2,0.4,22,19782,0.599018895348837,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",96,8,0.5,0.2,0.4,22,19854,0.601199127906977,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",97,8,0.5,0.2,0.4,20,19836,0.600654069767442,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",98,8,0.5,0.2,0.4,26,19855,0.601229408914729,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",99,8,0.5,0.2,0.4,25,19777,0.598867490310077,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",100,8,0.5,0.2,0.4,21,19827,0.600381540697674,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
